filename,repetition,participant_id,average_time_between_vocalizations,cycle_to_cycle_variability,diadochokinetic_rate,early_relative_pace_stability,late_relative_pace_stability,pace_stability,resonant_frequency_attenuation,std_time_between_vocalizations,syllable_lengths_mean,syllable_lengths_sd,average_mfccs_1,average_mfccs_2,average_mfccs_3,average_mfccs_4,alpha_ratio_mean,alpha_ratio_sd,apq11_shimmer,apq3_shimmer,apq5_shimmer,dda_shimmer,ddp_jitter,duration,f1_bandwidth_mean,f1_bandwidth_sd,f1_frequency_mean,f1_frequency_sd,f1_relative_energy_mean,f1_relative_energy_sd,f2_bandwidth_mean,f2_bandwidth_sd,f2_frequency_mean,f2_frequency_sd,f2_relative_energy_mean,f2_relative_energy_sd,f3_bandwidth_mean,f3_bandwidth_sd,f3_frequency_mean,f3_frequency_sd,f3_relative_energy_mean,f3_relative_energy_sd,h1_a3_harmonic_difference_mean,h1_a3_harmonic_difference_sd,h1_h2_harmonic_difference_mean,h1_h2_harmonic_difference_sd,hammarberg_index_mean,hammarberg_index_sd,hnr_mean,hnr_sd,local_jitter,local_absolute_jitter,local_dB_shimmer,local_shimmer,loudness_mean,loudness_sd,pause_durations_sum,pause_durations_mean,pause_durations_sd,number_of_pauses,pause_rate,ppq5_jitter,rap_jitter,rate_loudness_peaks,signal_to_noise_ratio,spectral_slope_0_500_mean,spectral_slope_0_500_sd,spectral_slope_500_1500_mean,spectral_slope_500_1500_sd,speech_ratio,utterance_durations_sum,utterance_durations_mean,utterance_durations_sd,vocal_tremor,pitch_max,pitch_min,pitch_mean,pitch_std,pitch_range,pitch_coefficient_of_variation,pitch_skewness,pitch_kurtosis,pitch_first_quartile,pitch_second_quartile,pitch_third_quartile,pitch_q2_q1_range,pitch_q3_q2_range,pitch_q3_q1_range,pitch_percentile_1,pitch_percentile_99,pitch_percentile_1_99_range,pitch_percentile_20,pitch_percentile_80,pitch_percentile_20_80_range,pitch_linear_regression_offset,pitch_linear_regression_slope,pitch_linear_regression_mse
PN04_3Rb,b,PN04,0.045143,0.028444,4.978541,80.720339,68.008475,71.503531,0.155392,0.009613,0.146759,0.026263,131.599335,-4.537548,-17.933874,-34.022705,4.753647,2.359107,11.961677,6.430496,8.02694,19.291487,3.044241,5.880687,175.838426,127.001486,629.319006,77.73104,10.01477,2.524076,434.618687,388.158214,1321.656153,233.514902,-3.205527,5.862883,712.14489,353.900956,2579.038044,308.452864,-19.858293,4.552975,-25.891576,5.331626,2.746865,4.71623,27.526774,5.870986,-56.602662,95.990269,2.373824,0.014346,123.028523,14.384117,-14.431982,6.227544,2.14,0.076429,0.015747,28,0.363903,1.502618,1.014747,7.598372,-0.000469,6.273371,2.322679,-13.974457,3.483296,0.626627,3.685,0.127069,0.015229,24.460287,379.364071,124.37268,169.070625,33.215259,254.991391,0.196458,3.937135,18.30706,155.14773,167.010511,169.637942,11.862781,2.627431,14.490212,128.408829,326.35636,197.947532,153.274988,170.318449,17.043461,168.645518,0.004475,1103.192554
HC018_2Ra,a,HC018,0.0256,0.020103,8.855292,189.84375,206.25,163.391485,0.572635,0.008616,0.085463,0.012549,140.075439,0.272108,8.107895,-5.097369,5.449955,1.885945,,3.874136,2.211663,11.622407,6.819939,4.7305,258.989167,149.168808,575.723399,94.269479,-1.947981,4.635705,404.974918,257.168757,1466.339209,135.091038,-14.459364,4.474919,773.494842,380.061784,2760.641994,227.672556,-26.257487,3.466465,-22.350577,3.799062,4.381111,2.672847,28.008602,3.621267,-115.330658,100.326643,4.860079,0.027948,99.463324,11.568271,-46.690019,6.837489,2.415,0.058902,0.018692,41,0.510517,2.536674,2.273313,18.510158,-0.001156,-2.143202,1.952157,-10.965701,2.634943,0.468238,2.215,0.052738,0.015361,181.970669,147.307098,98.326279,119.052435,8.767397,48.980818,0.073643,0.479785,0.873053,113.52883,118.967706,124.124572,5.438876,5.156865,10.595741,102.553642,144.339083,41.78544,112.43945,124.804563,12.365112,123.925018,-0.09944,68.791711
PN417b,b,PN417,0.059111,0.014171,5.526512,98.507463,108.58209,35.185598,0.357101,0.0112,0.121514,0.013647,126.128387,-40.826885,-4.769452,-28.866282,2.141313,0.854137,14.940011,4.358412,5.778783,13.075237,4.799273,6.822438,263.827968,122.134644,823.051361,94.476721,6.079266,4.15814,365.387075,133.82069,1450.999863,112.219747,-0.691369,5.04181,924.274221,611.56162,2846.144572,291.010719,-16.604098,4.694895,-14.983021,4.463771,-2.307608,2.347989,22.946643,4.640596,-126.15988,100.38671,2.917337,0.012965,125.715538,11.409595,-39.977513,9.758783,4.26,0.115135,0.011058,37,0.62441,1.686199,1.599758,15.195072,-0.000984,2.952587,2.631598,-2.671576,3.131113,0.356911,2.435,0.064079,0.01495,202.565464,238.818829,165.840597,224.08911,14.354985,72.978232,0.064059,-2.190366,5.219833,218.415836,229.290832,232.777905,10.874996,3.487073,14.362069,166.588897,237.849453,71.260555,214.868988,233.029437,18.160449,239.305204,-0.284413,127.446534
HC302b,b,HC302,0.030815,0.014769,7.909605,103.125,130.078125,66.249816,0.722052,0.006043,0.093714,0.009285,137.205261,-23.29991,-2.870818,-22.155697,3.961934,1.675009,19.02345,3.038113,4.981454,9.114338,5.017449,3.740937,179.903014,88.716557,664.276491,59.236743,1.784542,4.60043,306.954556,153.111461,1387.43407,168.500904,-6.23545,4.153172,424.321315,167.005973,2486.201357,147.4848,-20.105472,5.285243,-20.391555,4.876627,-0.703884,2.202111,23.509816,4.776491,-95.665423,104.489042,2.90195,0.011972,134.241829,11.401905,-43.43413,8.682153,1.845,0.065893,0.010778,28,0.493192,2.081641,1.672483,16.519174,-0.001307,3.235805,2.078373,-10.882901,3.239979,0.453095,1.695,0.058448,0.011227,44.636866,260.655642,184.835273,235.549464,13.631781,75.820369,0.057872,-1.735858,4.695711,232.107544,235.850104,240.945938,3.74256,5.095835,8.838395,185.502857,257.997339,72.494482,231.662738,244.261985,12.599247,244.838833,-0.20643,156.422118
PN411a,a,PN411,0.033548,0.033836,5.934998,77.459016,81.147541,72.904756,0.248698,0.01339,0.131556,0.027851,135.529984,-3.625124,-18.744596,-15.183222,4.333501,1.246554,6.984219,2.731716,3.821883,8.195147,2.930443,10.728563,209.012749,95.510835,563.552995,67.561466,0.537172,2.970227,224.354069,109.923505,1356.703603,110.574246,-9.555158,3.639994,700.188575,424.00481,2898.240291,221.291686,-28.206656,4.149253,-27.645487,3.508484,1.102548,2.008261,28.884111,3.707013,-66.203969,103.481288,1.96641,0.010253,88.521174,7.886981,-34.966281,7.810748,4.495,0.070234,0.019713,64,0.418975,1.152851,0.976814,10.294118,-0.000778,3.423846,2.631688,-9.533811,2.711175,0.57044,6.12,0.094154,0.029542,51.729548,216.515712,139.755666,189.492213,7.39698,76.760046,0.039036,-2.488068,13.439174,186.81776,189.953319,193.394449,3.135559,3.44113,6.576689,157.248788,204.710275,47.461487,186.221528,194.409838,8.18831,193.801186,-0.019236,48.49861
HC341b,b,HC341,0.041514,0.024889,7.176582,237.5,321.875,272.072486,0.224674,0.012031,0.098105,0.016889,143.033875,29.641235,27.927244,-0.799467,20.160169,9.49095,,10.100092,11.776976,30.300276,9.833252,5.5085,371.307855,208.705664,481.987707,185.168318,-9.823457,5.450429,696.756767,309.780509,1506.882442,341.749354,-29.1076,6.518556,703.893355,416.313871,2821.655278,341.82595,-38.2944,5.059782,-27.30448,5.254119,4.564821,4.023854,34.427952,6.617881,-91.903593,103.363616,7.663074,0.061066,170.908986,20.931681,-44.950127,5.673,2.475,0.063462,0.032169,39,0.449306,4.543792,3.277751,12.056738,-0.002386,-2.076895,2.172412,-13.319988,4.959239,0.511936,2.82,0.0705,0.04585,60.02154,170.851603,77.547516,122.520907,13.614499,93.304087,0.11112,-0.155946,0.670622,113.743545,122.049877,132.376014,8.306332,10.326137,18.632469,87.334073,149.081908,61.747835,111.904289,134.211753,22.307464,127.7906,-0.04267,176.023072
PN27_3Ra,a,PN27,0.020129,0.022933,9.439528,94.354839,111.290323,65.456851,1.016447,0.009928,0.0845,0.011478,137.381485,-10.085573,19.999771,-4.482921,4.501851,1.634756,,6.869082,12.454252,20.607247,7.304176,3.544812,324.476173,142.844526,529.497144,83.761791,-2.65169,3.163758,382.118884,237.36965,1459.634119,153.047351,-12.268934,3.600606,496.361539,212.375275,2457.785109,172.472093,-21.451639,4.139521,-16.164142,3.086854,0.798198,2.809343,23.812261,4.90336,-114.825279,100.612942,6.279332,0.048095,138.431915,18.205354,-36.15563,9.567127,1.85,0.057813,0.011722,32,0.521889,3.526605,2.434725,20.12987,-0.000485,-0.426217,1.916887,-8.723672,2.426718,0.434438,1.54,0.046667,0.017174,117.704784,150.745666,108.40043,126.192921,9.738963,42.345236,0.077175,0.437618,-0.591075,119.663524,124.989069,132.656426,5.325545,7.667357,12.992902,108.829994,147.98499,39.154996,117.841944,135.690833,17.848889,137.087723,-0.229364,54.448868
PN406b,b,PN406,0.070286,0.020148,4.527713,108.639706,114.154412,26.835717,0.359318,0.0144,0.146207,0.019584,141.307404,-28.590878,-8.69285,0.233519,2.797412,1.149625,7.238987,3.353227,4.042124,10.059682,2.866527,6.539125,318.894526,122.147979,640.642598,92.820653,-1.883707,4.071321,262.632951,76.535629,1454.164514,118.958362,-7.726783,4.747808,572.965612,310.531734,2390.242999,187.513167,-20.115313,6.42099,-17.047856,5.472306,1.717041,2.468025,21.959385,5.232092,-108.483391,104.588555,1.963551,0.010577,100.673876,8.767654,-39.405631,7.054391,3.8,0.131034,0.01724,29,0.581118,1.000455,0.955509,11.132438,-0.001315,2.648789,2.000453,-6.190779,2.645665,0.398371,2.605,0.086833,0.014052,71.193964,214.521195,124.385607,189.199093,13.268938,90.135588,0.070132,-2.118792,7.118639,185.765169,191.18124,196.275542,5.416071,5.094302,10.510374,139.948122,213.1031,73.154978,184.338157,196.789143,12.450986,198.99779,-0.099987,143.733323
HC345a,a,HC345,0.033333,0.013714,7.543323,107.8125,139.453125,86.146762,0.670549,0.006928,0.092973,0.009727,161.062973,-14.081785,18.122431,-15.989643,6.807083,2.341149,3.907366,5.43771,6.952999,16.31313,8.059431,5.003687,171.406909,86.651415,531.538394,57.243604,3.639689,5.110423,463.358189,220.616667,1318.065052,190.760666,-11.15226,4.588996,270.726098,165.430408,2439.902381,115.608357,-18.244486,4.989797,-17.29931,3.929257,-1.356025,3.281548,23.549029,3.589872,-108.697131,103.127256,5.527092,0.037501,150.304316,15.268114,-39.559405,7.175597,2.71,0.071316,0.011848,38,0.541601,3.953605,2.686477,17.312073,-0.001086,2.674071,2.23851,-15.227603,2.148654,0.438676,2.195,0.056282,0.013093,55.36756,173.815073,107.89367,141.197673,14.146277,65.921403,0.100188,-0.162917,-0.351309,133.26696,142.283304,150.306722,9.016343,8.023419,17.039762,109.364554,172.169192,62.804639,128.985801,151.556908,22.571107,157.424528,-0.23348,111.083997
PN314a,a,PN314,0.048,0.019745,6.413613,98.4375,105.46875,37.205878,0.344142,0.011776,0.110367,0.023365,132.650284,-33.26178,6.991344,-20.594545,3.375656,1.374213,10.355047,6.867338,6.864907,20.602013,5.393833,7.94725,269.705848,162.105274,655.701841,82.293168,0.915074,4.259269,328.832818,180.312571,1438.190412,165.614178,-7.922488,5.000023,458.51014,416.831696,2769.947055,159.32737,-19.81808,4.826803,-17.556999,4.090316,-0.973716,3.684846,23.028397,4.493531,-92.965226,105.381804,3.125268,0.013713,135.852311,13.923779,-39.274696,6.903573,4.155,0.086563,0.013661,48,0.522822,2.177708,1.797944,13.773314,-0.001213,2.757085,2.652323,-7.39787,2.822006,0.438516,3.485,0.071122,0.020285,53.503508,257.473326,145.357849,222.000543,17.367479,112.115476,0.078232,-1.748232,2.749289,220.964933,227.831494,231.601594,6.866561,3.7701,10.636662,179.01972,244.977919,65.958199,218.95417,232.265461,13.311291,221.848219,0.001051,301.621549
PN316a,a,PN316,0.059333,0.048,5.882353,170.3125,236.71875,550.77848,0.232781,0.031148,0.1216,0.036765,148.428802,-6.783931,22.730043,-2.157199,7.549362,2.904645,27.341663,4.085377,7.781034,12.256131,4.843946,4.642688,277.423938,234.797491,591.821163,109.766992,-3.199592,5.578145,604.288809,676.47956,1669.383921,243.528381,-18.422967,5.894615,617.366397,416.370128,2795.083979,290.609835,-27.549835,4.761719,-22.329259,3.252222,-0.999081,2.169023,27.920725,4.131886,-131.380286,98.06098,3.160753,0.019209,135.702963,12.833078,-43.656222,7.701706,3.32,0.166,0.125056,20,0.715103,2.134515,1.614649,17.204301,-0.001942,1.359613,2.209564,-15.176504,3.04869,0.200315,0.93,0.044286,0.023919,276.92372,186.868803,121.558733,159.200102,17.709526,65.310069,0.111241,-0.041343,-0.912755,146.255065,157.223794,172.681921,10.968729,15.458128,26.426856,123.01529,186.859631,63.844341,142.621718,181.390241,38.768523,184.998411,-0.678903,85.938203
PN417a,a,PN417,0.074146,0.016,4.988124,97.03125,99.84375,27.810744,0.307447,0.016483,0.122286,0.015147,122.949661,-36.677998,-5.154568,-22.773012,2.178046,0.964904,18.687243,3.474773,5.416346,10.42432,4.061563,8.506438,275.567798,144.242441,832.040302,91.811446,6.443806,3.30072,447.353251,235.055998,1422.812232,115.462059,0.917468,4.223602,819.359243,435.455892,2710.334933,429.198135,-12.958722,5.181488,-11.70283,5.35055,-3.203335,1.931025,23.815918,5.89961,-121.035622,102.295083,2.441772,0.010588,124.320368,11.793617,-37.755187,9.002827,5.45,0.126744,0.012935,43,0.640691,1.488691,1.353854,14.478114,-0.001171,2.392116,3.335759,-2.452292,2.934361,0.349147,2.97,0.0675,0.016428,119.148972,257.079548,149.933196,229.832202,12.685579,107.146352,0.055195,-3.343945,17.143069,228.639869,230.692909,232.994744,2.053041,2.301835,4.354875,178.076195,256.570987,78.494792,228.465963,234.064704,5.598741,240.148303,-0.095079,125.122993
HC104b,b,HC104,0.030476,0.0168,7.017544,108.59375,98.4375,48.387071,-0.044922,0.006815,0.107636,0.009865,153.806534,-26.643583,-11.271174,-29.011211,2.96589,0.889294,,5.581242,11.397573,16.743727,4.887457,3.321,235.232456,132.87427,699.793351,105.326251,4.872462,3.065194,276.621244,139.939703,1411.469677,229.395535,-3.817523,3.851447,550.215951,313.679877,2768.317724,198.991104,-18.718781,4.18003,-18.423021,3.747454,0.405669,1.302635,25.42076,5.030784,-124.058435,99.205196,3.53336,0.022797,140.27696,17.776958,-39.023572,10.830421,1.84,0.083636,0.009193,22,0.55405,1.410141,1.629152,16.988417,-0.000929,1.574922,2.306679,-10.939157,3.304643,0.389943,1.295,0.056304,0.010857,196.380786,177.445793,131.076377,156.021086,7.206978,46.369416,0.046192,-0.991112,5.604113,154.828272,157.110812,158.264018,2.282541,1.153206,3.435746,131.73216,177.00676,45.2746,153.712718,159.031595,5.318877,158.423734,-0.08285,49.949946
HC413b,b,HC413,0.062,0.021677,5.789474,123.837209,149.127907,85.429513,0.90215,0.022891,0.109576,0.009745,137.892532,-0.645508,10.238653,5.337145,7.979551,4.651906,,6.806813,10.12934,20.420438,7.068831,5.852688,367.820289,154.997123,577.48738,157.137898,-8.894016,3.601576,491.464906,255.486202,1575.051602,221.16034,-21.272104,4.512278,471.493548,233.505291,2656.546771,235.089531,-28.870544,4.987075,-17.843103,5.465482,7.977935,6.562017,28.170863,5.456547,-111.624543,102.400683,5.206801,0.032863,133.056913,16.517266,-44.310055,7.024985,3.5,0.106061,0.033929,33,0.598016,2.75339,2.356277,15,-0.00211,-2.528464,2.491495,-12.000705,3.798424,0.375896,2.2,0.064706,0.015336,1013.998531,189.888256,125.860834,157.415865,12.02187,64.027422,0.07637,-0.196971,0.315304,149.550388,158.243951,164.382686,8.693563,6.138734,14.832298,126.407567,185.043624,58.636058,148.60578,167.680235,19.074455,170.188736,-0.133747,89.573822
HC114b,b,HC114,0.045333,0.036732,6.76239,117.857143,164.285714,168.879863,0.504554,0.040792,0.103452,0.011262,139.41568,12.204899,15.622825,-4.140857,7.520498,4.518707,,7.75287,9.97248,23.258611,7.870778,11.249063,466.779477,316.430578,640.100759,193.096339,-8.999839,3.433078,573.739884,302.848769,1538.267305,295.035034,-21.97422,5.09792,643.521099,422.701806,2780.139176,290.725147,-32.61611,4.619131,-19.904867,5.084171,1.677249,4.397572,29.514904,6.123334,-110.682665,102.124517,5.153852,0.048537,148.190388,18.631924,-49.045022,8.455433,4.185,0.0558,0.018602,75,0.372031,2.222653,2.623593,11.497731,-0.002852,-3.059968,1.46708,-10.097404,5.524265,0.587605,6.61,0.086974,0.028609,401.208677,110.214975,75.301957,96.845979,5.970901,34.913018,0.061654,-0.415451,0.315294,93.34691,97.268149,100.945414,3.921239,3.677265,7.598505,82.631877,107.753794,25.121917,92.145472,101.740544,9.595072,100.773607,-0.018311,30.485605
PN410a,a,PN410,0.156706,0.071273,3.035559,82.884615,79.807692,29.502783,0.260595,0.051008,0.181943,0.042947,107.788139,-19.259138,-11.158381,-0.345018,2.473796,1.970429,6.629004,2.227651,3.351319,6.682954,2.228529,11.92875,329.199349,179.601186,751.196678,103.460174,2.32789,5.283016,388.948233,291.785322,1396.607401,159.473533,-2.346444,6.089306,601.613811,303.110103,2394.482035,280.993468,-13.996289,7.108113,-11.807723,5.379088,-3.270936,3.011454,19.847638,4.896503,-131.64929,99.361405,1.762931,0.008824,89.852286,7.771149,-26.678165,6.958772,8.105,0.253281,0.059865,32,0.679451,0.773851,0.742843,9.051095,-0.000466,2.389612,2.965905,-4.021227,3.399442,0.287121,3.425,0.103788,0.024247,104.440585,223.929482,114.557227,196.542065,15.085775,109.372255,0.076756,-2.292906,8.776294,194.749646,196.866243,203.924442,2.116597,7.058199,9.174796,148.573096,217.975336,69.40224,194.073521,208.208449,14.134928,204.462957,-0.080825,206.453682
HC125a,a,HC125,0.052911,0.03408,6.378987,117.434211,196.381579,446.855356,0.59033,0.027274,0.104471,0.017456,149.516068,15.629645,21.615257,7.828856,12.570977,8.935177,14.423624,5.956911,5.765793,17.870734,6.126528,16.158375,296.588625,201.52702,527.790507,181.446885,-6.703795,4.868224,586.028584,327.012634,1569.978254,284.676313,-22.923778,6.066422,726.665974,408.062151,2693.276204,302.984223,-32.985359,6.273161,-26.110756,6.913229,1.229798,3.052043,32.213664,6.123148,-137.89829,94.803371,4.748576,0.039101,134.644049,15.794215,-44.2591,8.953448,9.905,0.101071,0.040847,98,0.612995,2.598064,2.042176,15.612161,-0.001744,-1.399614,2.154305,-12.967786,4.570924,0.376585,6.085,0.061465,0.018508,2995.488506,143.663525,59.829343,116.815629,10.987735,83.834182,0.09406,-1.535978,5.095619,112.474215,118.317932,123.436511,5.843717,5.11858,10.962296,78.272694,137.534683,59.261989,111.389993,124.314665,12.924672,116.967871,-0.00059,120.722555
PN402a,a,PN402,0.041674,0.030857,5.774278,88.269231,79.038462,61.878866,0.618394,0.012508,0.128727,0.02435,147.977005,-27.392157,-3.348095,-2.637022,2.766625,1.038846,10.884684,3.35123,4.454924,10.053691,2.542234,7.76925,323.111964,136.279024,616.496864,97.231926,-2.120284,3.606932,253.937953,133.752419,1379.394672,144.949758,-6.851236,4.326355,380.261477,175.557898,2332.830484,205.537559,-18.9892,4.454929,-13.958375,4.287385,-2.066774,2.676352,20.232523,4.169769,-99.857271,106.212672,2.250684,0.015389,96.85897,9.795327,-27.417362,6.901821,3.83,0.087045,0.021959,44,0.492969,1.163316,0.847411,11.609499,-0.000288,2.164842,2.297158,-5.622613,2.82367,0.487821,3.79,0.084222,0.026956,59.301929,169.878591,105.539676,143.541417,10.305804,64.338916,0.071797,-0.100573,0.63216,136.209711,144.429916,150.071878,8.220204,5.641962,13.862167,117.382085,169.255083,51.872998,134.515638,150.860139,16.344501,152.672412,-0.059292,78.237438
PN22_3Ra,a,PN22,0.039579,0.014222,6.289308,111.538462,139.423077,130.868175,0.349132,0.01085,0.1096,0.013647,143.643738,-13.48875,-28.204271,-21.868217,4.605369,1.698813,2.431472,8.61584,10.649239,25.847519,6.411472,3.438,159.729214,92.701086,598.782931,85.034245,4.70192,6.947717,270.157204,112.99592,1393.906369,149.917995,-7.233687,5.778355,681.533487,243.891254,2495.113017,224.485983,-24.060508,6.821333,-22.996271,6.063543,-2.556952,3.433177,29.94759,4.997095,-98.993861,103.478809,3.903798,0.023509,153.582374,16.702774,-23.223594,6.770798,1.765,0.08825,0.045422,20,0.51338,2.410017,2.137157,14.134276,-0.000236,5.415507,1.703689,-11.880511,3.10547,0.411576,1.415,0.067381,0.020155,79.572364,208.505849,86.492208,170.292737,23.535058,122.013641,0.138204,-0.942254,1.61462,162.049685,171.349861,183.659604,9.300176,12.309743,21.609919,103.140666,207.202137,104.061471,160.520905,190.382338,29.861433,196.186072,-0.719259,324.202683
HC360a,a,HC360,0.052,0.023385,5.706333,120,125,47.022453,0.107397,0.00996,0.121756,0.022868,154.391602,-13.748054,-12.336407,-14.800606,4.450204,1.521316,8.755728,5.53601,7.019557,16.60803,5.727261,7.419062,178.197535,88.532576,651.613082,68.865372,3.566989,4.055023,335.734568,157.361632,1325.497344,156.780721,-7.086776,4.657027,370.173507,240.680903,2569.554934,171.090182,-21.956157,6.663124,-18.33671,5.095398,-3.37551,3.050228,26.149073,6.143882,-114.089373,102.961446,3.481839,0.020607,125.565544,13.525115,-41.505019,6.927066,4.2,0.102439,0.017879,41,0.566109,2.0997,1.909087,13.735343,0.000182,3.579754,1.935657,-13.792436,3.261871,0.402342,2.985,0.071071,0.018694,60.392861,197.619001,86.908958,172.908381,14.107223,110.710043,0.081588,-1.889743,9.369236,167.350825,172.392582,181.331134,5.041757,8.938552,13.98031,123.983394,196.697586,72.714192,166.345399,183.00586,16.660461,191.360071,-0.225021,84.141452
PN422b,b,PN422,0.044936,0.019826,6.20155,142.045455,159.090909,88.110327,0.37508,0.009701,0.117,0.011846,150.257278,10.256168,8.462325,3.419693,10.668745,4.032465,7.932282,6.548384,9.423185,19.645151,4.710361,7.912438,260.5082,94.793148,491.748707,78.358747,-4.556214,3.517944,582.117988,327.836233,1432.8333,189.945433,-21.405685,5.478428,633.865931,399.070875,2660.292669,203.513947,-32.969659,5.5501,-28.1315,4.811248,2.984905,2.180275,33.380339,4.792051,-87.387579,104.862542,3.169839,0.018069,125.382769,15.206381,-46.462499,6.227614,3.895,0.082872,0.016462,47,0.492263,1.625393,1.57012,12.223667,-0.003005,-0.801351,2.47579,-14.145978,2.672832,0.485944,3.845,0.080104,0.022719,397.014037,199.151013,71.669729,172.091103,16.676968,127.481284,0.096908,-3.135041,12.668077,171.577798,175.640634,180.065077,4.062836,4.424442,8.487279,87.345914,196.364831,109.018917,169.999181,180.921413,10.922232,181.208525,-0.057163,250.238417
HC357a,a,HC357,0.049818,0.009302,6.651885,94.736842,86.842105,43.080804,0.145313,0.009778,0.1024,0.009776,154.135056,-15.341084,-7.951996,-10.689403,5.204631,2.687534,15.181367,5.368239,8.217192,16.104718,3.737652,7.129875,251.062715,102.337898,647.660216,81.72647,-3.047335,3.480506,385.743618,274.648208,1445.996782,137.565931,-14.372616,4.420587,975.207951,472.411916,2679.521758,261.689168,-31.322534,6.018758,-23.222533,5.461236,-1.131633,3.053286,33.57746,5.490764,-111.101989,103.248486,2.566504,0.011563,142.286345,14.394913,-40.808875,6.716941,3.77,0.085682,0.010585,44,0.528761,1.530092,1.245884,14.691152,-0.001544,1.008246,3.46763,-9.182351,2.605814,0.420063,2.995,0.066556,0.010372,201.592026,235.75014,146.565418,218.618607,11.409586,89.184723,0.052189,-3.638178,16.443608,217.424614,219.762396,222.577664,2.337782,2.815268,5.15305,166.642736,234.749365,68.106629,216.90323,223.593765,6.690536,225.789271,-0.063457,112.887497
PN18_3Ra,a,PN18,0.043667,0.046298,7.544265,150,141.847826,247.632934,0.624716,0.031111,0.090776,0.022252,165.088684,-8.151697,25.848068,-0.882802,7.142616,3.495492,6.66567,6.310921,9.151674,18.932762,5.472816,6.737687,320.703731,218.181504,503.669511,119.133103,-4.547687,3.523628,499.046241,334.076056,1474.07735,250.546304,-17.177647,4.609333,799.009072,472.022178,2435.583541,284.440758,-26.336867,5.745223,-18.475322,6.154219,-1.791609,3.262959,27.822816,5.475485,-118.582164,101.916303,5.170068,0.040581,138.315608,17.322298,-36.858139,8.513833,3.605,0.075104,0.04106,48,0.53505,3.144762,1.824272,16.608997,-0.000678,0.231748,1.699581,-10.575873,2.969215,0.428931,2.89,0.05898,0.022745,67.791046,148.937018,93.713529,125.944507,10.441405,55.223489,0.082905,-0.62199,0.195303,118.715851,127.577619,133.4446,8.861768,5.866981,14.728749,96.798344,144.736075,47.93773,117.100461,134.254191,17.15373,128.273401,-0.018194,107.200903
